number,value,datetime_start,datetime_complete,duration,params_crossover_name,params_crossover_probability,params_elitism_rate,params_mutation_name,params_mutation_probability,params_selection_type,params_vehicle_construction,system_attrs_grid_id,system_attrs_search_space,state
315,905.47,2026-06-02 21:50:58.321251,2026-06-02 21:51:14.667991,0 days 00:00:16.346740,OXCrossover,0.80,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,315,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
316,1001.24,2026-06-02 21:51:14.668317,2026-06-02 21:51:27.412149,0 days 00:00:12.743832,PMXCrossover,0.85,0.10,SwapMutation,0.05,roulette_wheel,random,316,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
317,1050.95,2026-06-02 21:51:27.412461,2026-06-02 21:51:39.114895,0 days 00:00:11.702434,CXCrossover,0.85,0.20,InsertMutation,0.10,roulette_wheel,random,317,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
318,845.29,2026-06-02 21:51:39.115211,2026-06-02 21:51:41.031691,0 days 00:00:01.916480,OXCrossover,0.75,0.20,InsertMutation,0.05,binary_tournament,random,318,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
319,955.94,2026-06-02 21:51:41.031962,2026-06-02 21:51:42.945776,0 days 00:00:01.913814,PMXCrossover,0.90,0.20,InsertMutation,0.10,binary_tournament,random,319,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
320,853.73,2026-06-02 21:51:42.946098,2026-06-02 21:51:58.205165,0 days 00:00:15.259067,OXCrossover,0.85,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,320,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
321,1045.11,2026-06-02 21:51:58.205480,2026-06-02 21:51:59.851961,0 days 00:00:01.646481,PMXCrossover,0.90,0.20,InsertMutation,0.01,binary_tournament,random,321,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
322,968.90,2026-06-02 21:51:59.852303,2026-06-02 21:52:01.946604,0 days 00:00:02.094301,CXCrossover,0.90,0.20,SwapMutation,0.05,binary_tournament,random,322,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
323,929.95,2026-06-02 21:52:01.946916,2026-06-02 21:52:14.076339,0 days 00:00:12.129423,OXCrossover,0.80,0.20,SwapMutation,0.05,roulette_wheel,random,323,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
324,852.13,2026-06-02 21:52:14.076655,2026-06-02 21:52:30.853309,0 days 00:00:16.776654,OXCrossover,0.85,0.10,SwapMutation,0.10,roulette_wheel,bellman_split,324,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
325,813.86,2026-06-02 21:52:30.853624,2026-06-02 21:52:35.193300,0 days 00:00:04.339676,OXCrossover,0.75,0.10,InsertMutation,0.01,binary_tournament,bellman_split,325,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
326,1031.16,2026-06-02 21:52:35.193611,2026-06-02 21:52:36.974296,0 days 00:00:01.780685,PMXCrossover,0.85,0.20,SwapMutation,0.05,binary_tournament,random,326,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
327,1012.09,2026-06-02 21:52:36.975297,2026-06-02 21:52:50.496621,0 days 00:00:13.521324,OXCrossover,0.90,0.10,SwapMutation,0.05,roulette_wheel,random,327,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
328,1194.73,2026-06-02 21:52:50.496932,2026-06-02 21:53:03.422878,0 days 00:00:12.925946,CXCrossover,0.80,0.10,SwapMutation,0.01,roulette_wheel,random,328,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
329,749.19,2026-06-02 21:53:03.423197,2026-06-02 21:53:08.281947,0 days 00:00:04.858750,OXCrossover,0.85,0.20,SwapMutation,0.01,binary_tournament,bellman_split,329,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
330,1209.77,2026-06-02 21:53:08.282266,2026-06-02 21:53:21.293380,0 days 00:00:13.011114,CXCrossover,0.90,0.10,InsertMutation,0.01,roulette_wheel,random,330,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
331,917.78,2026-06-02 21:53:21.293700,2026-06-02 21:53:38.164596,0 days 00:00:16.870896,OXCrossover,0.90,0.10,SwapMutation,0.05,roulette_wheel,bellman_split,331,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
332,890.38,2026-06-02 21:53:38.164885,2026-06-02 21:53:53.176577,0 days 00:00:15.011692,OXCrossover,0.80,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,332,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
333,959.10,2026-06-02 21:53:53.176874,2026-06-02 21:54:09.079511,0 days 00:00:15.902637,CXCrossover,0.80,0.10,SwapMutation,0.01,roulette_wheel,bellman_split,333,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
334,1053.02,2026-06-02 21:54:09.079794,2026-06-02 21:54:10.905787,0 days 00:00:01.825993,CXCrossover,0.75,0.20,SwapMutation,0.05,binary_tournament,random,334,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
335,816.61,2026-06-02 21:54:10.906184,2026-06-02 21:54:15.439863,0 days 00:00:04.533679,PMXCrossover,0.85,0.20,SwapMutation,0.01,binary_tournament,bellman_split,335,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
336,939.84,2026-06-02 21:54:15.440189,2026-06-02 21:54:19.678305,0 days 00:00:04.238116,PMXCrossover,0.75,0.20,InsertMutation,0.10,binary_tournament,bellman_split,336,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
337,1065.08,2026-06-02 21:54:19.678624,2026-06-02 21:54:21.312230,0 days 00:00:01.633606,PMXCrossover,0.80,0.20,SwapMutation,0.05,binary_tournament,random,337,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
338,1142.21,2026-06-02 21:54:21.312542,2026-06-02 21:54:34.421118,0 days 00:00:13.108576,CXCrossover,0.85,0.10,InsertMutation,0.01,roulette_wheel,random,338,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
339,1111.95,2026-06-02 21:54:34.421430,2026-06-02 21:54:36.156906,0 days 00:00:01.735476,PMXCrossover,0.75,0.20,SwapMutation,0.10,binary_tournament,random,339,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
340,940.14,2026-06-02 21:54:36.157233,2026-06-02 21:54:40.491716,0 days 00:00:04.334483,PMXCrossover,0.80,0.10,SwapMutation,0.01,binary_tournament,bellman_split,340,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
341,1025.32,2026-06-02 21:54:40.492014,2026-06-02 21:54:56.823130,0 days 00:00:16.331116,CXCrossover,0.75,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,341,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
342,1064.13,2026-06-02 21:54:56.823457,2026-06-02 21:55:09.893517,0 days 00:00:13.070060,OXCrossover,0.75,0.10,SwapMutation,0.10,roulette_wheel,random,342,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
343,888.08,2026-06-02 21:55:09.893840,2026-06-02 21:55:11.882691,0 days 00:00:01.988851,OXCrossover,0.90,0.20,InsertMutation,0.01,binary_tournament,random,343,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
344,827.97,2026-06-02 21:55:11.882993,2026-06-02 21:55:16.402613,0 days 00:00:04.519620,OXCrossover,0.75,0.10,SwapMutation,0.05,binary_tournament,bellman_split,344,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
345,1012.04,2026-06-02 21:55:16.402924,2026-06-02 21:55:31.779228,0 days 00:00:15.376304,CXCrossover,0.90,0.20,SwapMutation,0.05,roulette_wheel,bellman_split,345,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
346,1233.96,2026-06-02 21:55:31.779541,2026-06-02 21:55:48.301657,0 days 00:00:16.522116,CXCrossover,0.75,0.20,InsertMutation,0.01,roulette_wheel,random,346,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
347,1245.19,2026-06-02 21:55:48.301976,2026-06-02 21:56:07.076548,0 days 00:00:18.774572,CXCrossover,0.85,0.10,SwapMutation,0.01,roulette_wheel,random,347,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
348,1039.18,2026-06-02 21:56:07.076862,2026-06-02 21:56:11.775493,0 days 00:00:04.698631,CXCrossover,0.85,0.10,InsertMutation,0.10,binary_tournament,bellman_split,348,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
349,1078.15,2026-06-02 21:56:11.775807,2026-06-02 21:56:16.083391,0 days 00:00:04.307584,PMXCrossover,0.80,0.20,InsertMutation,0.01,binary_tournament,bellman_split,349,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
350,1058.80,2026-06-02 21:56:16.084050,2026-06-02 21:56:32.725923,0 days 00:00:16.641873,CXCrossover,0.85,0.10,InsertMutation,0.05,roulette_wheel,bellman_split,350,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
351,827.33,2026-06-02 21:56:32.726239,2026-06-02 21:56:46.865233,0 days 00:00:14.138994,PMXCrossover,0.75,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,351,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
352,1112.50,2026-06-02 21:56:46.865551,2026-06-02 21:56:49.064520,0 days 00:00:02.198969,CXCrossover,0.90,0.20,SwapMutation,0.10,binary_tournament,random,352,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
