number,value,datetime_start,datetime_complete,duration,params_crossover_name,params_crossover_probability,params_elitism_rate,params_mutation_name,params_mutation_probability,params_selection_type,params_vehicle_construction,system_attrs_grid_id,system_attrs_search_space,state
429,26716.92,2026-06-03 06:14:57.308041,2026-06-03 06:16:07.508641,0 days 00:01:10.200600,CXCrossover,0.85,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,429,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
430,25420.46,2026-06-03 06:16:07.508962,2026-06-03 06:16:18.780982,0 days 00:00:11.272020,OXCrossover,0.85,0.20,SwapMutation,0.05,binary_tournament,random,430,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
431,29538.55,2026-06-03 06:16:18.781283,2026-06-03 06:16:27.440641,0 days 00:00:08.659358,CXCrossover,0.80,0.10,InsertMutation,0.10,binary_tournament,random,431,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
432,26813.72,2026-06-03 06:16:27.440946,2026-06-03 06:17:02.482738,0 days 00:00:35.041792,OXCrossover,0.75,0.20,InsertMutation,0.01,roulette_wheel,random,432,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
433,25431.00,2026-06-03 06:17:02.483062,2026-06-03 06:17:12.921589,0 days 00:00:10.438527,OXCrossover,0.80,0.10,InsertMutation,0.05,binary_tournament,random,433,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
434,24009.41,2026-06-03 06:17:12.921893,2026-06-03 06:18:00.571111,0 days 00:00:47.649218,OXCrossover,0.85,0.20,InsertMutation,0.10,binary_tournament,bellman_split,434,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
435,25640.67,2026-06-03 06:18:00.571433,2026-06-03 06:19:08.920347,0 days 00:01:08.348914,PMXCrossover,0.75,0.10,SwapMutation,0.05,roulette_wheel,bellman_split,435,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
436,29922.49,2026-06-03 06:19:08.920648,2026-06-03 06:19:17.540850,0 days 00:00:08.620202,CXCrossover,0.85,0.20,SwapMutation,0.05,binary_tournament,random,436,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
437,30144.26,2026-06-03 06:19:17.541290,2026-06-03 06:19:27.583567,0 days 00:00:10.042277,CXCrossover,0.85,0.10,InsertMutation,0.10,binary_tournament,random,437,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
438,26389.95,2026-06-03 06:19:27.584066,2026-06-03 06:20:47.537867,0 days 00:01:19.953801,OXCrossover,0.85,0.10,SwapMutation,0.05,roulette_wheel,bellman_split,438,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
439,29405.38,2026-06-03 06:20:47.538190,2026-06-03 06:21:29.936078,0 days 00:00:42.397888,CXCrossover,0.80,0.20,InsertMutation,0.05,binary_tournament,bellman_split,439,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
440,29880.12,2026-06-03 06:21:29.936450,2026-06-03 06:22:41.544519,0 days 00:01:11.608069,CXCrossover,0.90,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,440,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
441,28439.96,2026-06-03 06:22:41.544837,2026-06-03 06:23:14.562350,0 days 00:00:33.017513,CXCrossover,0.75,0.20,InsertMutation,0.10,roulette_wheel,random,441,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
442,24437.76,2026-06-03 06:23:14.562648,2026-06-03 06:24:28.151733,0 days 00:01:13.589085,OXCrossover,0.85,0.20,InsertMutation,0.05,roulette_wheel,bellman_split,442,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
443,26153.59,2026-06-03 06:24:28.152055,2026-06-03 06:25:36.095235,0 days 00:01:07.943180,PMXCrossover,0.75,0.10,InsertMutation,0.01,roulette_wheel,bellman_split,443,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
444,25849.75,2026-06-03 06:25:36.095574,2026-06-03 06:25:48.666395,0 days 00:00:12.570821,OXCrossover,0.85,0.10,SwapMutation,0.10,binary_tournament,random,444,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
445,25906.68,2026-06-03 06:25:48.666701,2026-06-03 06:26:30.058183,0 days 00:00:41.391482,PMXCrossover,0.85,0.20,InsertMutation,0.05,binary_tournament,bellman_split,445,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
446,30434.06,2026-06-03 06:26:30.058506,2026-06-03 06:26:39.581688,0 days 00:00:09.523182,CXCrossover,0.80,0.20,SwapMutation,0.05,binary_tournament,random,446,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
447,27217.52,2026-06-03 06:26:39.582023,2026-06-03 06:27:14.904554,0 days 00:00:35.322531,CXCrossover,0.80,0.20,SwapMutation,0.10,roulette_wheel,random,447,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
448,25946.25,2026-06-03 06:27:14.904876,2026-06-03 06:27:54.975152,0 days 00:00:40.070276,PMXCrossover,0.80,0.20,InsertMutation,0.05,binary_tournament,bellman_split,448,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
449,26557.52,2026-06-03 06:27:54.975470,2026-06-03 06:28:05.551398,0 days 00:00:10.575928,OXCrossover,0.80,0.10,SwapMutation,0.01,binary_tournament,random,449,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
450,25934.80,2026-06-03 06:28:05.551717,2026-06-03 06:28:12.387459,0 days 00:00:06.835742,PMXCrossover,0.90,0.20,SwapMutation,0.05,binary_tournament,random,450,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
451,27716.60,2026-06-03 06:28:12.387784,2026-06-03 06:29:24.966167,0 days 00:01:12.578383,CXCrossover,0.90,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,451,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
452,25069.28,2026-06-03 06:29:24.966486,2026-06-03 06:30:12.798845,0 days 00:00:47.832359,OXCrossover,0.85,0.10,SwapMutation,0.10,binary_tournament,bellman_split,452,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
453,24749.58,2026-06-03 06:30:12.799164,2026-06-03 06:31:30.129159,0 days 00:01:17.329995,OXCrossover,0.90,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,453,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
454,26964.06,2026-06-03 06:31:30.129479,2026-06-03 06:32:38.516563,0 days 00:01:08.387084,CXCrossover,0.80,0.20,InsertMutation,0.10,roulette_wheel,bellman_split,454,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
455,28951.10,2026-06-03 06:32:38.516883,2026-06-03 06:33:14.117728,0 days 00:00:35.600845,CXCrossover,0.85,0.10,InsertMutation,0.05,roulette_wheel,random,455,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
456,25822.01,2026-06-03 06:33:14.118025,2026-06-03 06:33:53.987607,0 days 00:00:39.869582,OXCrossover,0.90,0.10,SwapMutation,0.01,roulette_wheel,random,456,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
457,29137.85,2026-06-03 06:33:53.987934,2026-06-03 06:34:24.953431,0 days 00:00:30.965497,PMXCrossover,0.90,0.20,SwapMutation,0.01,roulette_wheel,random,457,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
458,27387.13,2026-06-03 06:34:24.953731,2026-06-03 06:34:31.386917,0 days 00:00:06.433186,PMXCrossover,0.75,0.20,InsertMutation,0.10,binary_tournament,random,458,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
459,25845.65,2026-06-03 06:34:31.387241,2026-06-03 06:34:38.011723,0 days 00:00:06.624482,PMXCrossover,0.80,0.20,InsertMutation,0.10,binary_tournament,random,459,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
460,27874.63,2026-06-03 06:34:38.012253,2026-06-03 06:35:52.809025,0 days 00:01:14.796772,CXCrossover,0.85,0.10,SwapMutation,0.05,roulette_wheel,bellman_split,460,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
461,29039.46,2026-06-03 06:35:52.809344,2026-06-03 06:36:29.409760,0 days 00:00:36.600416,CXCrossover,0.80,0.10,SwapMutation,0.05,roulette_wheel,random,461,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
462,26370.39,2026-06-03 06:36:29.410083,2026-06-03 06:37:36.142969,0 days 00:01:06.732886,PMXCrossover,0.75,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,462,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
463,30226.74,2026-06-03 06:37:36.143287,2026-06-03 06:37:44.457825,0 days 00:00:08.314538,CXCrossover,0.90,0.20,InsertMutation,0.01,binary_tournament,random,463,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
464,25715.92,2026-06-03 06:37:44.458144,2026-06-03 06:39:03.416534,0 days 00:01:18.958390,OXCrossover,0.85,0.10,InsertMutation,0.10,roulette_wheel,bellman_split,464,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
465,25511.74,2026-06-03 06:39:03.416855,2026-06-03 06:39:33.789224,0 days 00:00:30.372369,PMXCrossover,0.80,0.20,SwapMutation,0.01,roulette_wheel,random,465,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
466,30155.75,2026-06-03 06:39:33.789547,2026-06-03 06:40:06.151348,0 days 00:00:32.361801,CXCrossover,0.80,0.20,InsertMutation,0.01,roulette_wheel,random,466,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
467,26730.00,2026-06-03 06:40:06.151669,2026-06-03 06:40:11.669754,0 days 00:00:05.518085,PMXCrossover,0.75,0.20,SwapMutation,0.01,binary_tournament,random,467,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
468,29007.50,2026-06-03 06:40:11.670085,2026-06-03 06:40:51.062667,0 days 00:00:39.392582,CXCrossover,0.75,0.10,InsertMutation,0.01,binary_tournament,bellman_split,468,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
469,27323.09,2026-06-03 06:40:51.062988,2026-06-03 06:41:26.274898,0 days 00:00:35.211910,PMXCrossover,0.80,0.10,InsertMutation,0.10,roulette_wheel,random,469,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
470,27553.01,2026-06-03 06:41:26.275193,2026-06-03 06:42:02.501701,0 days 00:00:36.226508,PMXCrossover,0.75,0.20,SwapMutation,0.05,binary_tournament,bellman_split,470,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
471,29569.69,2026-06-03 06:42:02.502049,2026-06-03 06:42:34.851183,0 days 00:00:32.349134,CXCrossover,0.80,0.20,InsertMutation,0.05,roulette_wheel,random,471,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
472,24992.85,2026-06-03 06:42:34.851504,2026-06-03 06:43:44.616169,0 days 00:01:09.764665,OXCrossover,0.75,0.20,InsertMutation,0.01,roulette_wheel,bellman_split,472,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
473,28023.66,2026-06-03 06:43:44.616494,2026-06-03 06:44:18.146274,0 days 00:00:33.529780,PMXCrossover,0.80,0.10,InsertMutation,0.01,roulette_wheel,random,473,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
474,28518.48,2026-06-03 06:44:18.146600,2026-06-03 06:44:57.591761,0 days 00:00:39.445161,CXCrossover,0.75,0.10,SwapMutation,0.05,binary_tournament,bellman_split,474,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
475,27389.51,2026-06-03 06:44:57.592061,2026-06-03 06:45:04.230635,0 days 00:00:06.638574,PMXCrossover,0.90,0.10,InsertMutation,0.05,binary_tournament,random,475,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
476,26267.50,2026-06-03 06:45:04.230931,2026-06-03 06:45:40.427234,0 days 00:00:36.196303,OXCrossover,0.85,0.20,SwapMutation,0.01,roulette_wheel,random,476,"{'crossover_name': ['PMXCrossover', 'CXCrossover', 'OXCrossover'], 'crossover_probability': [0.75, 0.8, 0.85, 0.9], 'elitism_rate': [0.1, 0.2], 'mutation_name': ['InsertMutation', 'SwapMutation'], 'mutation_probability': [0.01, 0.05, 0.1], 'selection_type': ['binary_tournament', 'roulette_wheel'], 'vehicle_construction': ['random', 'bellman_split']}",COMPLETE
